institution_id,institution_name,ciptitle,grad_cohort,year_postgrad,earnings
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2001,1,24035
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2001,5,37374
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2001,10,49019
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2004,1,23490
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2004,5,35772
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2004,10,43147
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2007,1,23399
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2007,5,36128
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2010,1,22503
1350,COLORADO STATE UNIVERSITY,ECONOMICS,2013,1,24640
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2001,1,18087
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2001,5,31026
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2001,10,38491
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2004,1,19103
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2004,5,33085
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2004,10,39784
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2007,1,18350
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2007,5,30952
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2010,1,18730
1350,COLORADO STATE UNIVERSITY,POLITICAL SCIENCE AND GOVERNMENT,2013,1,18811
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2001,1,20045
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2001,5,33230
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2001,10,37826
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2004,1,21540
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2004,5,31800
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2004,10,40017
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2007,1,21325
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2007,5,31193
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2010,1,19806
1350,COLORADO STATE UNIVERSITY,SOCIOLOGY,2013,1,19929
1350,COLORADO STATE UNIVERSITY,"VISUAL AND PERFORMING ARTS, GENERAL",2001,1,NA
1350,COLORADO STATE UNIVERSITY,"VISUAL AND PERFORMING ARTS, GENERAL",2001,5,NA
1350,COLORADO STATE UNIVERSITY,"VISUAL AND PERFORMING ARTS, GENERAL",2001,10,NA
1350,COLORADO STATE UNIVERSITY,DANCE,2013,1,NA
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2001,1,23383
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2001,5,36437
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2001,10,27512
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2004,1,29033
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2004,5,30635
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2004,10,32925
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2007,1,24325
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2007,5,36591
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2010,1,19553
1350,COLORADO STATE UNIVERSITY,DESIGN AND APPLIED ARTS,2013,1,27822
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,1,NA
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,5,NA
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,10,NA
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,1,14028
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,5,NA
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,10,NA
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2007,1,NA
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2007,5,25484
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2010,1,NA
1350,COLORADO STATE UNIVERSITY,DRAMA/THEATRE ARTS AND STAGECRAFT,2013,1,NA
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2001,1,19572
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2001,5,28831
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2001,10,33512
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2004,1,18657
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2004,5,26933
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2004,10,34239
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2007,1,18218
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2007,5,25366
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2010,1,18723
1350,COLORADO STATE UNIVERSITY,FINE AND STUDIO ARTS,2013,1,17873
1350,COLORADO STATE UNIVERSITY,MUSIC,2001,1,18657
1350,COLORADO STATE UNIVERSITY,MUSIC,2001,5,24035
1350,COLORADO STATE UNIVERSITY,MUSIC,2001,10,25774
1350,COLORADO STATE UNIVERSITY,MUSIC,2004,1,20140
1350,COLORADO STATE UNIVERSITY,MUSIC,2004,5,26208
1350,COLORADO STATE UNIVERSITY,MUSIC,2004,10,37208
1350,COLORADO STATE UNIVERSITY,MUSIC,2007,1,15695
1350,COLORADO STATE UNIVERSITY,MUSIC,2007,5,27512
1350,COLORADO STATE UNIVERSITY,MUSIC,2010,1,19260
1350,COLORADO STATE UNIVERSITY,MUSIC,2013,1,19045
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2001,1,26739
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2001,5,38559
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2001,10,45794
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2004,1,30409
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2004,5,41565
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2004,10,NA
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2007,1,24421
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2007,5,40821
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2010,1,22192
1350,COLORADO STATE UNIVERSITY,PUBLIC HEALTH,2013,1,27222
1350,COLORADO STATE UNIVERSITY,REHABILITATION AND THERAPEUTIC PROFESSIONS,2001,1,28895
1350,COLORADO STATE UNIVERSITY,REHABILITATION AND THERAPEUTIC PROFESSIONS,2001,5,37699
1350,COLORADO STATE UNIVERSITY,REHABILITATION AND THERAPEUTIC PROFESSIONS,2001,10,34823
1350,COLORADO STATE UNIVERSITY,REHABILITATION AND THERAPEUTIC PROFESSIONS,2004,1,NA
1350,COLORADO STATE UNIVERSITY,REHABILITATION AND THERAPEUTIC PROFESSIONS,2004,5,NA
1350,COLORADO STATE UNIVERSITY,REHABILITATION AND THERAPEUTIC PROFESSIONS,2004,10,NA
1350,COLORADO STATE UNIVERSITY,DIETETICS AND CLINICAL NUTRITION SERVICES,2001,1,18042
1350,COLORADO STATE UNIVERSITY,DIETETICS AND CLINICAL NUTRITION SERVICES,2001,5,30662
1350,COLORADO STATE UNIVERSITY,DIETETICS AND CLINICAL NUTRITION SERVICES,2001,10,34633
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2001,1,24035
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2001,5,40125
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2001,10,51065
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2004,1,28004
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2004,5,41868
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2004,10,52590
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2007,1,26161
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2007,5,40933
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2010,1,26890
1350,COLORADO STATE UNIVERSITY,"BUSINESS/COMMERCE, GENERAL",2013,1,29825
1350,COLORADO STATE UNIVERSITY,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2001,1,28598
1350,COLORADO STATE UNIVERSITY,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2001,5,43181
1350,COLORADO STATE UNIVERSITY,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2001,10,51341
1350,COLORADO STATE UNIVERSITY,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2013,1,25266
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2001,1,20921
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2001,5,32284
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2001,10,37208
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2004,1,25603
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2004,5,33850
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2004,10,33138
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2007,1,22047
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2007,5,30934
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2010,1,20687
1350,COLORADO STATE UNIVERSITY,HOSPITALITY ADMINISTRATION/MANAGEMENT,2013,1,21443
1350,COLORADO STATE UNIVERSITY,HISTORY,2001,1,16590
1350,COLORADO STATE UNIVERSITY,HISTORY,2001,5,29006
1350,COLORADO STATE UNIVERSITY,HISTORY,2001,10,36368
1350,COLORADO STATE UNIVERSITY,HISTORY,2004,1,18429
1350,COLORADO STATE UNIVERSITY,HISTORY,2004,5,28381
1350,COLORADO STATE UNIVERSITY,HISTORY,2004,10,36578
1350,COLORADO STATE UNIVERSITY,HISTORY,2007,1,18403
1350,COLORADO STATE UNIVERSITY,HISTORY,2007,5,25826
1350,COLORADO STATE UNIVERSITY,HISTORY,2010,1,19010
1350,COLORADO STATE UNIVERSITY,HISTORY,2013,1,19739
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2001,1,31857
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2001,5,38769
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2001,10,42203
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2006,1,32391
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2006,5,38505
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2011,1,31282
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2001,1,35060
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2001,5,40449
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2001,10,44542
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2006,1,31265
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2006,5,46165
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2011,1,25001
1350,COLORADO STATE UNIVERSITY,ARCHITECTURE AND RELATED SERVICES,2011,1,NA
1350,COLORADO STATE UNIVERSITY,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES",2011,1,NA
1350,COLORADO STATE UNIVERSITY,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",2001,1,43937
1350,COLORADO STATE UNIVERSITY,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",2001,5,51169
1350,COLORADO STATE UNIVERSITY,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",2001,10,51482
1350,COLORADO STATE UNIVERSITY,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",2006,1,24904
1350,COLORADO STATE UNIVERSITY,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",2006,5,43798
1350,COLORADO STATE UNIVERSITY,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",2011,1,29322
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2001,1,67646
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2001,5,81222
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2001,10,96539
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2006,1,61702
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2006,5,83862
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2011,1,69415
1350,COLORADO STATE UNIVERSITY,EDUCATION,2001,1,37346
1350,COLORADO STATE UNIVERSITY,EDUCATION,2001,5,42458
1350,COLORADO STATE UNIVERSITY,EDUCATION,2001,10,46568
1350,COLORADO STATE UNIVERSITY,EDUCATION,2006,1,36147
1350,COLORADO STATE UNIVERSITY,EDUCATION,2006,5,41366
1350,COLORADO STATE UNIVERSITY,EDUCATION,2011,1,32906
1350,COLORADO STATE UNIVERSITY,ENGINEERING,2001,1,52385
1350,COLORADO STATE UNIVERSITY,ENGINEERING,2001,5,63997
1350,COLORADO STATE UNIVERSITY,ENGINEERING,2001,10,84346
1350,COLORADO STATE UNIVERSITY,ENGINEERING,2006,1,54880
1350,COLORADO STATE UNIVERSITY,ENGINEERING,2006,5,68166
1350,COLORADO STATE UNIVERSITY,ENGINEERING,2011,1,50209
1350,COLORADO STATE UNIVERSITY,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,2001,1,45500
1350,COLORADO STATE UNIVERSITY,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,2001,5,46478
1350,COLORADO STATE UNIVERSITY,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,2001,10,64493
1350,COLORADO STATE UNIVERSITY,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,2006,1,38289
1350,COLORADO STATE UNIVERSITY,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,2006,5,57318
1350,COLORADO STATE UNIVERSITY,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS,2011,1,51273
1350,COLORADO STATE UNIVERSITY,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",2001,1,NA
1350,COLORADO STATE UNIVERSITY,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",2001,5,NA
1350,COLORADO STATE UNIVERSITY,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",2001,10,NA
1350,COLORADO STATE UNIVERSITY,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",2006,1,NA
1350,COLORADO STATE UNIVERSITY,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",2006,5,NA
1350,COLORADO STATE UNIVERSITY,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS",2011,1,NA
1350,COLORADO STATE UNIVERSITY,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,2001,1,31314
1350,COLORADO STATE UNIVERSITY,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,2001,5,32467
1350,COLORADO STATE UNIVERSITY,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,2001,10,33192
1350,COLORADO STATE UNIVERSITY,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,2006,1,24283
1350,COLORADO STATE UNIVERSITY,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,2006,5,38289
1350,COLORADO STATE UNIVERSITY,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,2011,1,28191
1350,COLORADO STATE UNIVERSITY,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2001,1,25902
1350,COLORADO STATE UNIVERSITY,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2001,5,33032
1350,COLORADO STATE UNIVERSITY,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2001,10,41326
1350,COLORADO STATE UNIVERSITY,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2006,1,23238
1350,COLORADO STATE UNIVERSITY,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2006,5,31439
1350,COLORADO STATE UNIVERSITY,ENGLISH LANGUAGE AND LITERATURE/LETTERS,2011,1,25503
1350,COLORADO STATE UNIVERSITY,BIOLOGICAL AND BIOMEDICAL SCIENCES,2001,1,25525
1350,COLORADO STATE UNIVERSITY,BIOLOGICAL AND BIOMEDICAL SCIENCES,2001,5,37508
1350,COLORADO STATE UNIVERSITY,BIOLOGICAL AND BIOMEDICAL SCIENCES,2001,10,50802
1350,COLORADO STATE UNIVERSITY,BIOLOGICAL AND BIOMEDICAL SCIENCES,2006,1,24081
1350,COLORADO STATE UNIVERSITY,BIOLOGICAL AND BIOMEDICAL SCIENCES,2006,5,36848
1350,COLORADO STATE UNIVERSITY,BIOLOGICAL AND BIOMEDICAL SCIENCES,2011,1,25194
1350,COLORADO STATE UNIVERSITY,MATHEMATICS AND STATISTICS,2001,1,42682
1350,COLORADO STATE UNIVERSITY,MATHEMATICS AND STATISTICS,2001,5,54803
1350,COLORADO STATE UNIVERSITY,MATHEMATICS AND STATISTICS,2001,10,53179
1350,COLORADO STATE UNIVERSITY,MATHEMATICS AND STATISTICS,2006,1,32925
1350,COLORADO STATE UNIVERSITY,MATHEMATICS AND STATISTICS,2006,5,51794
1350,COLORADO STATE UNIVERSITY,MATHEMATICS AND STATISTICS,2011,1,44356
1350,COLORADO STATE UNIVERSITY,MULTI/INTERDISCIPLINARY STUDIES,2011,1,NA
1350,COLORADO STATE UNIVERSITY,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",2001,1,28357
1350,COLORADO STATE UNIVERSITY,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",2001,5,36938
1350,COLORADO STATE UNIVERSITY,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",2001,10,50105
1350,COLORADO STATE UNIVERSITY,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",2006,1,23538
1350,COLORADO STATE UNIVERSITY,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",2006,5,38289
1350,COLORADO STATE UNIVERSITY,"PARKS, RECREATION, LEISURE, AND FITNESS STUDIES",2011,1,27512
1350,COLORADO STATE UNIVERSITY,PHILOSOPHY AND RELIGIOUS STUDIES,2001,1,NA
1350,COLORADO STATE UNIVERSITY,PHILOSOPHY AND RELIGIOUS STUDIES,2001,5,NA
1350,COLORADO STATE UNIVERSITY,PHILOSOPHY AND RELIGIOUS STUDIES,2001,10,NA
1350,COLORADO STATE UNIVERSITY,PHILOSOPHY AND RELIGIOUS STUDIES,2006,1,NA
1350,COLORADO STATE UNIVERSITY,PHILOSOPHY AND RELIGIOUS STUDIES,2006,5,NA
1350,COLORADO STATE UNIVERSITY,PHILOSOPHY AND RELIGIOUS STUDIES,2011,1,NA
1350,COLORADO STATE UNIVERSITY,PHYSICAL SCIENCES,2001,1,42682
1350,COLORADO STATE UNIVERSITY,PHYSICAL SCIENCES,2001,5,50335
1350,COLORADO STATE UNIVERSITY,PHYSICAL SCIENCES,2001,10,55117
1350,COLORADO STATE UNIVERSITY,PHYSICAL SCIENCES,2006,1,43054
1350,COLORADO STATE UNIVERSITY,PHYSICAL SCIENCES,2006,5,47595
1350,COLORADO STATE UNIVERSITY,PHYSICAL SCIENCES,2011,1,38529
1350,COLORADO STATE UNIVERSITY,PSYCHOLOGY,2001,1,NA
1350,COLORADO STATE UNIVERSITY,PSYCHOLOGY,2001,5,45500
1350,COLORADO STATE UNIVERSITY,PSYCHOLOGY,2001,10,58673
1350,COLORADO STATE UNIVERSITY,PSYCHOLOGY,2006,1,NA
1350,COLORADO STATE UNIVERSITY,PSYCHOLOGY,2006,5,46321
1350,COLORADO STATE UNIVERSITY,PSYCHOLOGY,2011,1,27126
1350,COLORADO STATE UNIVERSITY,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,2001,1,36374
1350,COLORADO STATE UNIVERSITY,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,2001,5,39523
1350,COLORADO STATE UNIVERSITY,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,2001,10,39255
1350,COLORADO STATE UNIVERSITY,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,2006,1,32634
1350,COLORADO STATE UNIVERSITY,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,2006,5,38797
1350,COLORADO STATE UNIVERSITY,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,2011,1,32986
1350,COLORADO STATE UNIVERSITY,SOCIAL SCIENCES,2001,1,21508
1350,COLORADO STATE UNIVERSITY,SOCIAL SCIENCES,2001,5,40896
1350,COLORADO STATE UNIVERSITY,SOCIAL SCIENCES,2001,10,45500
1350,COLORADO STATE UNIVERSITY,SOCIAL SCIENCES,2006,1,25889
1350,COLORADO STATE UNIVERSITY,SOCIAL SCIENCES,2006,5,32925
1350,COLORADO STATE UNIVERSITY,SOCIAL SCIENCES,2011,1,23134
1350,COLORADO STATE UNIVERSITY,VISUAL AND PERFORMING ARTS,2001,1,17403
1350,COLORADO STATE UNIVERSITY,VISUAL AND PERFORMING ARTS,2001,5,25580
1350,COLORADO STATE UNIVERSITY,VISUAL AND PERFORMING ARTS,2001,10,29956
1350,COLORADO STATE UNIVERSITY,VISUAL AND PERFORMING ARTS,2006,1,25360
1350,COLORADO STATE UNIVERSITY,VISUAL AND PERFORMING ARTS,2006,5,35461
1350,COLORADO STATE UNIVERSITY,VISUAL AND PERFORMING ARTS,2011,1,24035
1350,COLORADO STATE UNIVERSITY,HEALTH PROFESSIONS AND RELATED PROGRAMS,2001,1,39585
1350,COLORADO STATE UNIVERSITY,HEALTH PROFESSIONS AND RELATED PROGRAMS,2001,5,46357
1350,COLORADO STATE UNIVERSITY,HEALTH PROFESSIONS AND RELATED PROGRAMS,2001,10,47699
1350,COLORADO STATE UNIVERSITY,HEALTH PROFESSIONS AND RELATED PROGRAMS,2006,1,39529
1350,COLORADO STATE UNIVERSITY,HEALTH PROFESSIONS AND RELATED PROGRAMS,2006,5,44914
1350,COLORADO STATE UNIVERSITY,HEALTH PROFESSIONS AND RELATED PROGRAMS,2011,1,32925
1350,COLORADO STATE UNIVERSITY,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",2001,1,62159
1350,COLORADO STATE UNIVERSITY,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",2001,5,71847
1350,COLORADO STATE UNIVERSITY,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",2001,10,83337
1350,COLORADO STATE UNIVERSITY,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",2006,1,56431
1350,COLORADO STATE UNIVERSITY,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",2006,5,71263
1350,COLORADO STATE UNIVERSITY,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",2011,1,52030
1350,COLORADO STATE UNIVERSITY,HISTORY,2001,1,NA
1350,COLORADO STATE UNIVERSITY,HISTORY,2001,5,28236
1350,COLORADO STATE UNIVERSITY,HISTORY,2001,10,31042
1350,COLORADO STATE UNIVERSITY,HISTORY,2006,1,22021
1350,COLORADO STATE UNIVERSITY,HISTORY,2006,5,36398
1350,COLORADO STATE UNIVERSITY,HISTORY,2011,1,NA
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2001,1,37208
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2001,5,48432
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2001,10,NA
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2006,1,39009
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2006,5,66315
1350,COLORADO STATE UNIVERSITY,"AGRICULTURE, AGRICULTURE OPERATIONS, AND RELATED SCIENCES",2011,1,42682
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2001,1,NA
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2001,5,NA
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2001,10,NA
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2006,1,NA
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2006,5,NA
1350,COLORADO STATE UNIVERSITY,NATURAL RESOURCES AND CONSERVATION,2011,1,NA
1350,COLORADO STATE UNIVERSITY,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",2011,1,NA
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2001,1,NA
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2001,5,NA
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2001,10,NA
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2006,1,NA
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2006,5,NA
1350,COLORADO STATE UNIVERSITY,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,2011,1,NA
