institution_id,institution_name,ciptitle,grad_cohort,year_postgrad,earnings
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,1,17794
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,5,27763
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,10,31012
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2006,1,15288
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2006,5,22329
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2011,1,14923
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,1,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,5,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,10,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,1,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,5,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,10,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2007,1,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2007,5,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2010,1,NA
1345,ADAMS STATE COLLEGE,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2013,1,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,1,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,5,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,10,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,1,17745
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,5,30771
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,10,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2007,1,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2007,5,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2010,1,NA
1345,ADAMS STATE COLLEGE,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2013,1,NA
1345,ADAMS STATE COLLEGE,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,1,NA
1345,ADAMS STATE COLLEGE,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,5,NA
1345,ADAMS STATE COLLEGE,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,10,NA
1345,ADAMS STATE COLLEGE,RHETORIC AND COMPOSITION/WRITING STUDIES,2007,1,NA
1345,ADAMS STATE COLLEGE,RHETORIC AND COMPOSITION/WRITING STUDIES,2007,5,NA
1345,ADAMS STATE COLLEGE,RHETORIC AND COMPOSITION/WRITING STUDIES,2010,1,NA
1345,ADAMS STATE COLLEGE,RHETORIC AND COMPOSITION/WRITING STUDIES,2013,1,NA
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,1,20596
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,5,29805
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,10,30771
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,1,20316
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,5,26601
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,10,29866
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2007,1,22503
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2007,5,28222
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2010,1,20802
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2013,1,21166
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2001,1,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2001,5,30228
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2001,10,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2004,1,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2004,5,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2004,10,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2007,1,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2007,5,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2010,1,NA
1345,ADAMS STATE COLLEGE,"BIOLOGY, GENERAL",2013,1,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2001,1,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2001,5,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2001,10,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2004,1,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2004,5,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2004,10,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2007,1,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2007,5,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2010,1,NA
1345,ADAMS STATE COLLEGE,MATHEMATICS,2013,1,NA
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,1,21703
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,5,32035
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,10,32925
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,1,17916
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,5,31857
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,10,NA
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2007,1,19866
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2007,5,27947
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2010,1,19531
1345,ADAMS STATE COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2013,1,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2001,1,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2001,5,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2001,10,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2004,1,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2004,5,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2004,10,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2007,1,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2007,5,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2010,1,NA
1345,ADAMS STATE COLLEGE,CHEMISTRY,2013,1,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,1,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,5,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,10,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,1,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,5,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,10,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2007,1,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2007,5,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2010,1,NA
1345,ADAMS STATE COLLEGE,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2013,1,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2001,1,17403
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2001,5,24035
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2001,10,28236
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2004,1,21850
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2004,5,23538
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2004,10,27280
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2007,1,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2007,5,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2010,1,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, GENERAL",2013,1,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, OTHER",2004,1,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, OTHER",2004,5,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, OTHER",2004,10,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, OTHER",2007,1,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, OTHER",2007,5,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, OTHER",2010,1,NA
1345,ADAMS STATE COLLEGE,"PSYCHOLOGY, OTHER",2013,1,NA
1345,ADAMS STATE COLLEGE,CRIMINOLOGY,2013,1,NA
1345,ADAMS STATE COLLEGE,GEOGRAPHY AND CARTOGRAPHY,2007,1,NA
1345,ADAMS STATE COLLEGE,GEOGRAPHY AND CARTOGRAPHY,2007,5,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2001,1,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2001,5,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2001,10,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2004,1,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2004,5,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2004,10,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2007,1,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2007,5,31133
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2010,1,NA
1345,ADAMS STATE COLLEGE,POLITICAL SCIENCE AND GOVERNMENT,2013,1,25774
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2001,1,21508
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2001,5,29956
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2001,10,30926
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2004,1,21508
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2004,5,31042
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2004,10,31857
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2007,1,19455
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2007,5,29685
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2010,1,20140
1345,ADAMS STATE COLLEGE,SOCIOLOGY,2013,1,NA
1345,ADAMS STATE COLLEGE,"SOCIAL SCIENCES, OTHER",2001,1,NA
1345,ADAMS STATE COLLEGE,"SOCIAL SCIENCES, OTHER",2001,5,NA
1345,ADAMS STATE COLLEGE,"SOCIAL SCIENCES, OTHER",2001,10,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,1,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,5,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,10,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,1,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,5,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,10,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2007,1,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2007,5,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2010,1,NA
1345,ADAMS STATE COLLEGE,DRAMA/THEATRE ARTS AND STAGECRAFT,2013,1,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2001,1,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2001,5,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2001,10,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2004,1,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2004,5,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2004,10,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2007,1,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2007,5,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2010,1,NA
1345,ADAMS STATE COLLEGE,FINE AND STUDIO ARTS,2013,1,NA
1345,ADAMS STATE COLLEGE,MUSIC,2001,1,NA
1345,ADAMS STATE COLLEGE,MUSIC,2001,5,NA
1345,ADAMS STATE COLLEGE,MUSIC,2001,10,NA
1345,ADAMS STATE COLLEGE,MUSIC,2004,1,NA
1345,ADAMS STATE COLLEGE,MUSIC,2004,5,NA
1345,ADAMS STATE COLLEGE,MUSIC,2004,10,NA
1345,ADAMS STATE COLLEGE,MUSIC,2007,1,NA
1345,ADAMS STATE COLLEGE,MUSIC,2007,5,NA
1345,ADAMS STATE COLLEGE,MUSIC,2010,1,NA
1345,ADAMS STATE COLLEGE,MUSIC,2013,1,NA
1345,ADAMS STATE COLLEGE,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2004,1,NA
1345,ADAMS STATE COLLEGE,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2004,5,NA
1345,ADAMS STATE COLLEGE,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2004,10,NA
1345,ADAMS STATE COLLEGE,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2007,1,NA
1345,ADAMS STATE COLLEGE,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2007,5,NA
1345,ADAMS STATE COLLEGE,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2010,1,NA
1345,ADAMS STATE COLLEGE,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2013,1,NA
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2001,1,NA
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2001,5,NA
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2001,10,NA
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2004,1,25028
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2004,5,33659
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2004,10,37517
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2007,1,22055
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2007,5,32644
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2010,1,21946
1345,ADAMS STATE COLLEGE,"BUSINESS/COMMERCE, GENERAL",2013,1,24035
1345,ADAMS STATE COLLEGE,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2001,1,23745
1345,ADAMS STATE COLLEGE,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2001,5,33993
1345,ADAMS STATE COLLEGE,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2001,10,36128
1345,ADAMS STATE COLLEGE,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2007,1,NA
1345,ADAMS STATE COLLEGE,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",2007,5,NA
1345,ADAMS STATE COLLEGE,EDUCATION,2001,1,38973
1345,ADAMS STATE COLLEGE,EDUCATION,2001,5,40587
1345,ADAMS STATE COLLEGE,EDUCATION,2001,10,43911
1345,ADAMS STATE COLLEGE,EDUCATION,2006,1,36196
1345,ADAMS STATE COLLEGE,EDUCATION,2006,5,39740
1345,ADAMS STATE COLLEGE,EDUCATION,2011,1,36344
1345,ADAMS STATE COLLEGE,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2011,1,NA
1345,ADAMS STATE COLLEGE,PSYCHOLOGY,2001,1,32355
1345,ADAMS STATE COLLEGE,PSYCHOLOGY,2001,5,38529
1345,ADAMS STATE COLLEGE,PSYCHOLOGY,2001,10,41394
1345,ADAMS STATE COLLEGE,PSYCHOLOGY,2006,1,31575
1345,ADAMS STATE COLLEGE,PSYCHOLOGY,2006,5,35701
1345,ADAMS STATE COLLEGE,PSYCHOLOGY,2011,1,31215
1345,ADAMS STATE COLLEGE,VISUAL AND PERFORMING ARTS,2001,1,NA
1345,ADAMS STATE COLLEGE,VISUAL AND PERFORMING ARTS,2001,5,NA
1345,ADAMS STATE COLLEGE,VISUAL AND PERFORMING ARTS,2001,10,NA
1345,ADAMS STATE COLLEGE,VISUAL AND PERFORMING ARTS,2006,1,NA
1345,ADAMS STATE COLLEGE,VISUAL AND PERFORMING ARTS,2006,5,NA
1345,ADAMS STATE COLLEGE,VISUAL AND PERFORMING ARTS,2011,1,NA
1345,ADAMS STATE COLLEGE,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",2011,1,38134
1346,ARAPAHOE COMMUNITY COLLEGE,JOURNALISM,2011,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"COMPUTER AND INFORMATION SCIENCES, GENERAL",2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"COMPUTER AND INFORMATION SCIENCES, GENERAL",2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"COMPUTER AND INFORMATION SCIENCES, GENERAL",2011,1,24532
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS,2001,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS,2001,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS,2001,10,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS,2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS,2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS,2011,1,26643
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,2001,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,2001,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,2001,10,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER/INFORMATION TECHNOLOGY ADMINISTRATION AND MANAGEMENT,2011,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,CULINARY ARTS AND RELATED SERVICES,2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,CULINARY ARTS AND RELATED SERVICES,2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ARCHITECTURAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ARCHITECTURAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ARCHITECTURAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,10,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ARCHITECTURAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2006,1,22485
1346,ARAPAHOE COMMUNITY COLLEGE,ARCHITECTURAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2006,5,27512
1346,ARAPAHOE COMMUNITY COLLEGE,ARCHITECTURAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2011,1,25078
1346,ARAPAHOE COMMUNITY COLLEGE,ELECTRICAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ELECTRICAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ELECTRICAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,10,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ELECTRICAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ELECTRICAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ELECTRICAL ENGINEERING TECHNOLOGIES/TECHNICIANS,2011,1,46439
1346,ARAPAHOE COMMUNITY COLLEGE,ENVIRONMENTAL CONTROL TECHNOLOGIES/TECHNICIANS,2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ENVIRONMENTAL CONTROL TECHNOLOGIES/TECHNICIANS,2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,ENVIRONMENTAL CONTROL TECHNOLOGIES/TECHNICIANS,2011,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,INDUSTRIAL PRODUCTION TECHNOLOGIES/TECHNICIANS,2001,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,INDUSTRIAL PRODUCTION TECHNOLOGIES/TECHNICIANS,2001,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,INDUSTRIAL PRODUCTION TECHNOLOGIES/TECHNICIANS,2001,10,NA
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,1,56566
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,5,60325
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER ENGINEERING TECHNOLOGIES/TECHNICIANS,2001,10,60771
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER ENGINEERING TECHNOLOGIES/TECHNICIANS,2006,1,56068
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER ENGINEERING TECHNOLOGIES/TECHNICIANS,2006,5,58063
1346,ARAPAHOE COMMUNITY COLLEGE,COMPUTER ENGINEERING TECHNOLOGIES/TECHNICIANS,2011,1,60027
1346,ARAPAHOE COMMUNITY COLLEGE,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",2011,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",2001,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",2001,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",2001,10,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",2011,1,17859
1346,ARAPAHOE COMMUNITY COLLEGE,LEGAL SUPPORT SERVICES,2001,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,LEGAL SUPPORT SERVICES,2001,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,LEGAL SUPPORT SERVICES,2001,10,NA
1346,ARAPAHOE COMMUNITY COLLEGE,LEGAL SUPPORT SERVICES,2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,LEGAL SUPPORT SERVICES,2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2006,1,NA
1346,ARAPAHOE COMMUNITY COLLEGE,HEALTH AND PHYSICAL EDUCATION/FITNESS,2006,5,NA
1346,ARAPAHOE COMMUNITY COLLEGE,CRIMINAL JUSTICE AND CORRECTIONS,2001,1,39189
