institution_id,institution_name,deglevl_code,deglevl,degcip_4dig,ciptitle,grad_cohort,grad_cohort_label,year_postgrad,p25_earnings,p50_earnings,p75_earnings,cellcount,state
1345,ADAMS STATE COLLEGE,3,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2005,1,17794,25774,32213,46,CO
1345,ADAMS STATE COLLEGE,3,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2005,5,27763,36398,51928,79,CO
1345,ADAMS STATE COLLEGE,3,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2005,10,31012,43798,64121,85,CO
1345,ADAMS STATE COLLEGE,3,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2006,2006-2010,1,15288,22094,31857,40,CO
1345,ADAMS STATE COLLEGE,3,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2006,2006-2010,5,22329,31236,44914,68,CO
1345,ADAMS STATE COLLEGE,3,Associates,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2011,2011-2015,1,14923,20225,26616,133,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,1609,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,2004-2006,1,17745,21280,26817,31,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,2004-2006,5,30771,40449,45696,34,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2301,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2313,RHETORIC AND COMPOSITION/WRITING STUDIES,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2003,1,20596,30142,38883,105,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2003,5,29805,37928,45963,123,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2001,2001-2003,10,30771,38289,47473,120,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,2004-2006,1,20316,28884,36968,170,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,2004-2006,5,26601,33779,39160,153,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2004,2004-2006,10,29866,38122,45383,98,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2007,2007-2009,1,22503,30119,37503,122,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2007,2007-2009,5,28222,34259,43519,141,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2010,2010-2012,1,20802,26911,31823,141,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2401,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",2013,2013-2015,1,21166,27280,31773,106,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2001,2001-2003,5,30228,44914,53358,30,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2601,"BIOLOGY, GENERAL",2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,2701,MATHEMATICS,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,2001-2003,1,21703,26799,35213,50,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,2001-2003,5,32035,39214,49370,66,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2001,2001-2003,10,32925,43240,61728,76,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,2004-2006,1,17916,26121,35060,43,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,2004-2006,5,31857,39153,47260,48,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2007,2007-2009,1,19866,28236,39369,37,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2007,2007-2009,5,27947,36745,47260,50,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2010,2010-2012,1,19531,24863,31423,34,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,3105,HEALTH AND PHYSICAL EDUCATION/FITNESS,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4005,CHEMISTRY,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4006,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2001,2001-2003,1,17403,22268,29685,32,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2001,2001-2003,5,24035,34420,42363,48,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2001,2001-2003,10,28236,39909,53984,50,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2004,2004-2006,1,21850,30409,35823,34,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2004,2004-2006,5,23538,33565,46254,44,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2004,2004-2006,10,27280,43798,51857,35,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4201,"PSYCHOLOGY, GENERAL",2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4299,"PSYCHOLOGY, OTHER",2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4504,CRIMINOLOGY,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4507,GEOGRAPHY AND CARTOGRAPHY,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4507,GEOGRAPHY AND CARTOGRAPHY,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2007,2007-2009,5,31133,41565,55964,34,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4510,POLITICAL SCIENCE AND GOVERNMENT,2013,2013-2015,1,25774,32569,46087,33,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2001,2001-2003,1,21508,29250,43240,38,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2001,2001-2003,5,29956,38649,50856,45,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2001,2001-2003,10,30926,44914,57318,38,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2004,2004-2006,1,21508,28327,34755,45,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2004,2004-2006,5,31042,38289,50074,49,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2004,2004-2006,10,31857,46478,57995,36,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2007,2007-2009,1,19455,30119,39523,38,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2007,2007-2009,5,29685,36128,49214,42,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2010,2010-2012,1,20140,28478,36128,36,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4511,SOCIOLOGY,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4599,"SOCIAL SCIENCES, OTHER",2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4599,"SOCIAL SCIENCES, OTHER",2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,4599,"SOCIAL SCIENCES, OTHER",2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5005,DRAMA/THEATRE ARTS AND STAGECRAFT,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5007,FINE AND STUDIO ARTS,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2001,2001-2003,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2001,2001-2003,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5009,MUSIC,2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5138,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2004,2004-2006,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5138,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2004,2004-2006,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5138,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2004,2004-2006,10,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5138,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2007,2007-2009,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5138,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2007,2007-2009,5,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5138,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2010,2010-2012,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5138,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",2013,2013-2015,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5201,"BUSINESS/COMMERCE, GENERAL",2001,2001-2003,1,NA,NA,NA,NA,CO
1345,ADAMS STATE COLLEGE,5,Baccalaureate,5201,"BUSINESS/COMMERCE, GENERAL",2001,2001-2003,5,NA,NA,NA,NA,CO
